local_authority,district,constituency,ward ,polling_station,facility,dabengwa_zapu,mugabe_zanu_pf,mukwazhe_zdp,ncube_mdc,tsvangirai_mdc_t,rejected,unaccounted_for,votes_cast,valid_votes
Mwenezi RDC,Mwenezi,Mwenezi East,13,Sagwari Primary Sch,School,10,884,0,6,17,16,0,933,917
Mwenezi RDC,Mwenezi,Mwenezi East,13,Umfula Primary School,School,14,479,0,3,13,3,0,512,509
Mwenezi RDC,Mwenezi,Mwenezi East,13,Vilivili Primary Sch,School,3,876,0,2,36,11,0,928,917
Mwenezi RDC,Mwenezi,Mwenezi East,18,Rutenga Primary Sch,School,4,816,1,27,548,18,0,1414,1396
Mwenezi RDC,Mwenezi,Mwenezi West,8,Chemvana Primary Sch,School,2,509,1,2,29,9,,552,543
Mwenezi RDC,Mwenezi,Mwenezi West,8,Dine Primary Sch,School,4,402,1,6,35,4,0,452,448
Mwenezi RDC,Mwenezi,Mwenezi West,8,Hariyoumba Primary Sc,School,6,263,0,0,4,4,0,277,273
Mwenezi RDC,Mwenezi,Mwenezi West,8,Marinda Primary School,School,3,544,1,2,12,7,0,569,562
Mwenezi RDC,Mwenezi,Mwenezi West,9,Bangwe Primary School,School,12,425,0,5,25,8,0,475,467
Mwenezi RDC,Mwenezi,Mwenezi West,9,Chiwarure Primary Sch,School,6,360,1,2,18,9,0,396,387
Mwenezi RDC,Mwenezi,Mwenezi West,9,Dengenya Primary Sch,School,6,317,1,8,28,14,0,374,360
Mwenezi RDC,Mwenezi,Mwenezi West,9,Furidzi Primary Sch,School,3,220,1,2,16,1,0,243,242
Mwenezi RDC,Mwenezi,Mwenezi West,9,Manyuchi Primary Sch,School,5,153,2,0,10,15,0,185,170
Mwenezi RDC,Mwenezi,Mwenezi West,9,Maranda Sec Sch,School,4,457,0,6,78,37,0,582,545
Mwenezi RDC,Mwenezi,Mwenezi West,10,Chirindi Primary Sch,School,3,165,1,5,21,4,0,199,195
Mwenezi RDC,Mwenezi,Mwenezi West,10,Mazetese Primary School,School,4,296,1,2,17,3,0,323,320
Mwenezi RDC,Mwenezi,Mwenezi West,10,Nhamande Primary Sch,School,6,90,0,2,5,6,0,109,103
Mwenezi RDC,Mwenezi,Mwenezi West,10,Nsimbi Primary Sch,Tent,7,236,0,7,27,12,0,289,277
Mwenezi RDC,Mwenezi,Mwenezi West,10,Rushumbe Primary Sch,School,7,399,1,16,51,8,0,482,474
Mwenezi RDC,Mwenezi,Mwenezi West,10,Tsungirirai Sec Sch,School,9,347,1,4,31,12,0,404,392
Mwenezi RDC,Mwenezi,Mwenezi West,11,Chengwe Primary Sch,School,5,441,0,1,9,4,0,460,456
Mwenezi RDC,Mwenezi,Mwenezi West,11,Makuvire Primary Sch,School,2,568,2,0,31,7,0,610,603
Mwenezi RDC,Mwenezi,Mwenezi West,11,Mangwerume Primary Sch,School,13,482,1,9,33,69,0,607,538
Mwenezi RDC,Mwenezi,Mwenezi West,12,Boterere Primary Sch,School,4,618,2,6,16,4,0,650,646
Mwenezi RDC,Mwenezi,Mwenezi West,12,Shayamavhudzi Primary Sc,School,7,594,1,2,24,8,0,636,628
Mwenezi RDC,Mwenezi,Mwenezi West,14,Chinyu Primary Sch,School,6,809,1,2,29,33,0,880,847
Mwenezi RDC,Mwenezi,Mwenezi West,14,Gwamarara Primary Sch,School,4,451,1,2,6,0,0,464,464
Mwenezi RDC,Mwenezi,Mwenezi West,14,Mangondi Primary Sch,School,1,208,0,1,5,11,0,226,215
Mwenezi RDC,Mwenezi,Mwenezi West,14,Mwenezi D.A's Office,School,2,190,0,1,32,14,0,239,225
Mwenezi RDC,Mwenezi,Mwenezi West,14,Rinette Primary School,School,2,422,1,1,7,19,0,452,433
Mwenezi RDC,Mwenezi,Mwenezi West,14,Takunda Primary Sch,School,3,489,1,1,14,18,0,526,508
Mwenezi RDC,Mwenezi,Mwenezi West,14,Zvomupungu Primary Sch,School,5,421,1,3,6,11,0,447,436
Mwenezi RDC,Mwenezi,Mwenezi West,15,Chagomoka Primary Sch,School,3,347,5,2,5,17,0,379,362
Mwenezi RDC,Mwenezi,Mwenezi West,15,Chisume Primary Sch,School,0,246,0,1,2,5,0,254,249
Mwenezi RDC,Mwenezi,Mwenezi West,15,Dembe Primary Sch,School,2,83,0,1,1,10,0,97,87
Mwenezi RDC,Mwenezi,Mwenezi West,15,Mateke Primary Sch,School,2,408,0,0,13,5,0,428,423
Mwenezi RDC,Mwenezi,Mwenezi West,15,Matenga Primary Sch,School,2,220,0,0,3,2,0,227,225
Mwenezi RDC,Mwenezi,Mwenezi West,15,Mbizi Section Compound,Tent,1,61,0,0,5,3,0,70,67
Mwenezi RDC,Mwenezi,Mwenezi West,15,MRDC Clinic (Sosonye),Tent,0,198,0,1,34,9,0,242,233
Mwenezi RDC,Mwenezi,Mwenezi West,15,Nuanetsi Ranch HQ,Tent,2,116,1,4,46,3,0,172,169
Mwenezi RDC,Mwenezi,Mwenezi West,15,Turf Primary Sch,School,1,187,0,1,2,4,0,195,191
Mwenezi RDC,Mwenezi,Mwenezi West,15,Valley Primary Sch,Tent,3,207,0,0,7,19,0,236,217
Mwenezi RDC,Mwenezi,Mwenezi West,15,Vezvi Primary Sch,School,2,334,1,1,5,4,0,347,343
Mwenezi RDC,Mwenezi,Mwenezi West,16,Bubi Primary Sch,School,0,440,2,0,8,3,0,453,450
Mwenezi RDC,Mwenezi,Mwenezi West,16,Chipangani Primary Sch,School,2,618,0,1,8,9,0,638,629
Mwenezi RDC,Mwenezi,Mwenezi West,16,Furumele Primary Sch,School,2,516,1,0,8,13,0,540,527
Mwenezi RDC,Mwenezi,Mwenezi West,16,Mafomoti Primary Sch,School,4,643,2,2,6,10,0,667,657
Mwenezi RDC,Mwenezi,Mwenezi West,16,Mahwirakure Primary Sch,School,2,176,0,1,15,6,0,200,194
Mwenezi RDC,Mwenezi,Mwenezi West,16,Munyamani Primary Schoo,School,3,219,1,7,30,5,0,265,260
Mwenezi RDC,Mwenezi,Mwenezi West,16,Mwenezana Central East,Tent,4,836,0,18,198,19,0,1075,1056
Mwenezi RDC,Mwenezi,Mwenezi West,16,Santidza Primary Sch,School,4,398,2,1,4,6,0,415,409
Mwenezi RDC,Mwenezi,Mwenezi West,16,Takadevhu Primary School,School,6,440,0,0,4,7,0,457,450
Mwenezi RDC,Mwenezi,Mwenezi West,16,Welkom Primary Sch,School,1,389,2,2,11,13,0,418,405
Mwenezi RDC,Mwenezi,Mwenezi West,17,Chamakudo Primary Sch,School,0,218,0,0,3,7,0,228,221
Mwenezi RDC,Mwenezi,Mwenezi West,17,Chavasikana Centre,Tent,0,298,0,0,2,1,0,301,300
Mwenezi RDC,Mwenezi,Mwenezi West,17,Chovelele Primary Sch,School,1,341,0,0,1,9,0,352,343
Mwenezi RDC,Mwenezi,Mwenezi West,17,Dombodema Primary Sch,School,2,152,0,0,8,11,0,173,162
Mwenezi RDC,Mwenezi,Mwenezi West,17,Gadzika Primary Sch,School,6,493,0,2,11,13,0,525,512
Mwenezi RDC,Mwenezi,Mwenezi West,17,Gandahari Primary Sch,School,7,313,0,0,0,7,0,327,320
Mwenezi RDC,Mwenezi,Mwenezi West,17,Madamwe Primary School,School,4,361,0,1,3,23,0,392,369
Mwenezi RDC,Mwenezi,Mwenezi West,17,Makugwe Primary Sch,School,7,374,1,1,8,11,0,402,391
Mwenezi RDC,Mwenezi,Mwenezi West,17,Mayezi Secondary School,School,3,246,1,0,7,13,0,270,257
Mwenezi RDC,Mwenezi,Mwenezi West,17,Mujingwe Primary Sch,School,4,240,0,0,2,1,0,247,246
Mwenezi RDC,Mwenezi,Mwenezi West,17,Muraba Primary Sch,School,5,478,0,0,2,36,0,521,485
Mwenezi RDC,Mwenezi,Mwenezi West,17,Mvoko Primary School,School,1,444,0,1,8,9,0,463,454
Mwenezi RDC,Mwenezi,Mwenezi West,17,Peregwe Primary Sch,School,3,175,1,1,2,9,0,191,182
Mwenezi RDC,Mwenezi,Mwenezi West,17,Rushangarumwe Primary S,School,0,318,1,0,5,6,0,330,324
Zaka RDC,Zaka,Zaka Central,7,Chigudu Grinding Mill,Tent,2,214,4,11,88,14,0,333,319
Zaka RDC,Zaka,Zaka Central,7,Muparuri (A) Primary Sch,School,1,232,0,8,57,11,0,309,298
Zaka RDC,Zaka,Zaka Central,7,Muparuri (B) Primary Sch,School,2,137,4,7,44,8,0,202,194
Zaka RDC,Zaka,Zaka Central,8,Chinyaradza Sec Sch,School,7,310,2,24,144,21,0,508,487
Zaka RDC,Zaka,Zaka Central,8,Mashingaidze Primary Sch,School,3,363,2,11,109,10,0,498,488
Zaka RDC,Zaka,Zaka Central,8,Murerekwa Primary Sch,School,7,357,4,19,170,19,0,576,557
Zaka RDC,Zaka,Zaka Central,8,Zaka District Registry Hall,Hall,2,270,2,9,127,5,0,415,410
Zaka RDC,Zaka,Zaka Central,8,Zaka Sec Sch,School,1,181,0,6,142,11,0,341,330
Zaka RDC,Zaka,Zaka Central,9,Chomukova Dip Tank,Tent,1,193,2,5,30,8,0,239,231
Zaka RDC,Zaka,Zaka Central,9,Gutusa B/Centre,Tent,1,310,2,9,53,7,0,382,375
Zaka RDC,Zaka,Zaka Central,9,Manokore Primary Sch,School,3,166,0,4,77,5,0,255,250
Zaka RDC,Zaka,Zaka Central,9,Mbuyamaswa Primary Sch,School,2,355,2,13,97,11,0,480,469
Zaka RDC,Zaka,Zaka Central,9,Muchakata/Mahosi B/C,Tent,3,298,1,6,38,7,0,353,346
Zaka RDC,Zaka,Zaka Central,13,Chinorumba Primary Sch,School,3,293,4,15,87,5,0,407,402
Zaka RDC,Zaka,Zaka Central,13,Chinorumba Sec Sch,School,1,239,0,7,89,3,0,339,336
Zaka RDC,Zaka,Zaka Central,13,Tapanya Church Hall,Hall,6,231,1,7,33,12,0,290,278
Zaka RDC,Zaka,Zaka Central,13,Tovane Primary School (A),School,1,152,0,2,50,1,0,206,205
Zaka RDC,Zaka,Zaka Central,13,Tovane Primay Sch (B),School,2,130,1,10,38,8,0,189,181
Zaka RDC,Zaka,Zaka Central,14,Chinyabako Clinic,Reception,2,131,1,0,75,8,0,217,209
Zaka RDC,Zaka,Zaka Central,14,Madondo Primary Sch,School,1,96,0,3,59,2,0,161,159
Zaka RDC,Zaka,Zaka Central,14,Musarava Primary Sch,School,7,247,2,6,87,14,0,363,349
Zaka RDC,Zaka,Zaka Central,14,Museki Primary Sch,School,4,261,1,8,84,9,0,367,358
Zaka RDC,Zaka,Zaka Central,14,Nhema Primary Sch,School,4,190,1,12,96,9,0,312,303
Zaka RDC,Zaka,Zaka Central,15,Fuve Clinic,Reception,3,248,0,5,101,14,0,371,357
Zaka RDC,Zaka,Zaka Central,15,Fuve Panganai Shed B Hall,Hall,3,225,0,3,37,8,0,276,268
Zaka RDC,Zaka,Zaka Central,15,Fuve Panganai Shed C Hall,Hall,0,162,1,4,68,4,0,239,235
Zaka RDC,Zaka,Zaka Central,15,Fuve Panganai Shed D Hall,Hall,1,212,1,5,52,7,0,278,271
Zaka RDC,Zaka,Zaka Central,15,Goko Primary Sch,School,2,131,0,3,88,0,0,224,224
Zaka RDC,Zaka,Zaka Central,15,Maraire Primary Sch,School,2,238,0,2,40,13,0,295,282
Zaka RDC,Zaka,Zaka Central,15,Panganai Sec Sch,School,6,297,0,17,77,4,0,401,397
Zaka RDC,Zaka,Zaka Central,15,St James Chivamba Sec Sc,School,3,249,3,23,153,23,0,454,431
Zaka RDC,Zaka,Zaka Central,18,Chemhondoro Dip Tank,Tent,4,201,2,18,154,6,0,385,379
Zaka RDC,Zaka,Zaka Central,18,Chidziva B/Centre,Tent,0,70,0,3,91,6,0,170,164
Zaka RDC,Zaka,Zaka Central,18,Manjeru Primary Sch,School,7,165,1,15,101,12,0,301,289
Zaka RDC,Zaka,Zaka Central,18,Mapanje Primary Sch,School,4,117,3,12,173,19,0,328,309
Zaka RDC,Zaka,Zaka Central,18,Munjanja Primary Sch,School,3,266,3,3,180,8,0,463,455
Zaka RDC,Zaka,Zaka Central,19,Chipezeze Primary Sch,School,1,134,2,22,118,3,0,280,277
Zaka RDC,Zaka,Zaka Central,19,Ferry Training Centre Hall,Hall,5,117,2,16,147,18,0,305,287
Zaka RDC,Zaka,Zaka Central,19,Jerera Pre-Sch Hall,Hall,6,391,1,10,358,12,0,778,766
Zaka RDC,Zaka,Zaka Central,19,Musiso Hospital,Reception,1,179,0,9,218,9,0,416,407
Zaka RDC,Zaka,Zaka Central,19,Mutamba Primary Sch,School,1,327,1,9,133,13,0,484,471
Zaka RDC,Zaka,Zaka Central,19,Siyawareva Clinic,Reception,0,81,0,10,102,4,0,197,193
Zaka RDC,Zaka,Zaka Central,19,St Anthony Mission High,School,1,118,0,5,166,3,0,293,290
Zaka RDC,Zaka,Zaka Central,34,Muchechetere Primary Sch,School,3,209,1,7,120,11,0,351,340
Zaka RDC,Zaka,Zaka Central,34,Muchechetere Sec Sch,School,1,238,0,5,103,6,0,353,347
Zaka RDC,Zaka,Zaka Central,34,Nemauku Primary Sch,School,4,248,0,9,67,7,0,335,328
Zaka RDC,Zaka,Zaka Central,34,Nemauku Sec Sch,School,1,90,0,5,38,3,0,137,134
Zaka RDC,Zaka,Zaka East,20,Gahadziso B/Centre,Tent,1,240,1,16,147,5,0,410,405
Zaka RDC,Zaka,Zaka East,20,Masvingamashava Primary,School,3,128,0,9,89,3,0,232,229
Zaka RDC,Zaka,Zaka East,20,Mutindirindi B/Centre,Tent,4,204,0,5,85,11,0,309,298
Zaka RDC,Zaka,Zaka East,20,Zibwowa Primary Sch,School,8,285,3,6,141,6,0,449,443
Zaka RDC,Zaka,Zaka East,20,Zinhuka Grinding Mill,Tent,6,121,3,10,71,3,0,214,211
Zaka RDC,Zaka,Zaka East,21,Chemhazha B/Centre,Tent,6,184,1,14,80,6,0,291,285
Zaka RDC,Zaka,Zaka East,21,Chibwe B/Centre,Tent,3,126,1,2,51,2,0,185,183
Zaka RDC,Zaka,Zaka East,21,Chiromo Primary Sch,School,4,153,2,10,123,6,0,298,292
Zaka RDC,Zaka,Zaka East,21,Chiteyo Primary Sch,School,6,274,2,15,106,22,0,425,403
Zaka RDC,Zaka,Zaka East,21,Garare B/Centre,Tent,4,382,1,10,36,7,0,440,433
Zaka RDC,Zaka,Zaka East,25,Dodias Borehole,Tent,5,238,4,5,55,3,0,310,307
Zaka RDC,Zaka,Zaka East,25,Makumire Primary Sch,School,1,213,0,7,80,5,0,306,301
Zaka RDC,Zaka,Zaka East,25,Rudhanda Primary Sch,School,5,292,6,3,59,4,0,369,365
Zaka RDC,Zaka,Zaka East,25,Svuure Primary Sch,School,2,301,1,10,108,14,0,436,422
Zaka RDC,Zaka,Zaka East,25,Vhurumuku Primary Sch,School,2,324,1,8,63,6,0,404,398
Zaka RDC,Zaka,Zaka East,26,Benzi B/Centre,Tent,3,277,1,9,105,8,0,403,395
Zaka RDC,Zaka,Zaka East,26,Chakaurayaani B/Centre,Tent,4,258,0,6,56,2,0,326,324
Zaka RDC,Zaka,Zaka East,26,Chamburukira Primary Sch,School,0,54,0,2,60,2,0,118,116
Zaka RDC,Zaka,Zaka East,26,Chevhu B/Centre,Tent,5,271,3,10,29,26,0,344,318
Zaka RDC,Zaka,Zaka East,26,Manyiri Primary Sch,School,3,161,1,6,42,2,0,215,213
Zaka RDC,Zaka,Zaka East,26,Tapudzai Primary Sch,School,12,419,3,18,108,11,0,571,560
Zaka RDC,Zaka,Zaka East,30,Chekenyere B/Centre,Tent,3,186,1,7,84,17,0,298,281
Zaka RDC,Zaka,Zaka East,30,Chipfunde Primary Sch,School,1,393,0,20,96,8,0,518,510
Zaka RDC,Zaka,Zaka East,30,Dabwa Primary Sch,School,2,233,0,4,55,4,0,298,294
Zaka RDC,Zaka,Zaka East,30,Muzondidya Primary Sch,School,4,322,0,15,129,6,0,476,470
Zaka RDC,Zaka,Zaka East,30,Rwangure Dip Tank,Tent,2,182,0,4,42,2,0,232,230
Zaka RDC,Zaka,Zaka East,31,Chimuka Church,Tent,7,225,0,9,89,8,0,338,330
Zaka RDC,Zaka,Zaka East,31,Chiredzana Sub Office,Hall,2,144,2,13,136,2,0,299,297
Zaka RDC,Zaka,Zaka East,31,Manyawi B/Hole,Tent,2,190,0,5,106,5,0,308,303
Zaka RDC,Zaka,Zaka East,31,Matara Primary Sch,School,8,149,0,4,90,2,0,253,251
Zaka RDC,Zaka,Zaka East,31,Matara Sec Sch,School,0,139,0,11,83,3,0,236,233
Zaka RDC,Zaka,Zaka East,31,Pasipanyoro Primary Sch,School,4,166,0,4,132,6,0,312,306
Zaka RDC,Zaka,Zaka East,32,Chitora B/Centre,Tent,2,365,1,1,78,7,0,454,447
Zaka RDC,Zaka,Zaka East,32,Machiva Primary Sch,School,12,458,4,28,108,18,0,628,610
Zaka RDC,Zaka,Zaka East,32,Manjirenji ZINWA Offices,Hall,0,25,0,0,14,1,0,40,39
Zaka RDC,Zaka,Zaka East,32,Muzinda Primary Sch,School,5,316,1,10,42,4,4,378,374
Zaka RDC,Zaka,Zaka North,1,Chipinda Primary Sch,School,3,278,1,21,188,34,0,525,491
Zaka RDC,Zaka,Zaka North,1,Rumwanda Clinic,Reception,1,148,0,2,39,4,0,194,190
Zaka RDC,Zaka,Zaka North,1,Rumwanda Primary Sch,School,2,113,0,0,43,3,0,161,158
Zaka RDC,Zaka,Zaka North,1,Rumwanda Sec Sch,School,6,199,1,6,75,14,0,301,287
Zaka RDC,Zaka,Zaka North,2,Bvukururu Clinic,Reception,2,189,1,9,95,5,0,301,296
Zaka RDC,Zaka,Zaka North,2,Chida Primary Sch,School,1,103,0,11,67,1,0,183,182
Zaka RDC,Zaka,Zaka North,2,Dembedza Primary Sch,School,4,132,3,6,49,5,0,199,194
Zaka RDC,Zaka,Zaka North,2,Gondo Primary Sch,School,2,64,0,3,32,1,0,102,101
Zaka RDC,Zaka,Zaka North,2,Mugudubi Primary Sch,School,1,79,1,10,56,4,0,151,147
Zaka RDC,Zaka,Zaka North,2,Mutsambwa Primary Sch,School,2,130,1,17,146,7,0,303,296
Zaka RDC,Zaka,Zaka North,3,Chimedza Primary Sch,School,3,279,1,16,122,10,0,431,421
Zaka RDC,Zaka,Zaka North,3,Chitonhora Sec Sch,School,0,219,1,9,112,25,0,366,341
Zaka RDC,Zaka,Zaka North,3,Danda Primary Sch,School,1,325,1,6,49,16,0,398,382
Zaka RDC,Zaka,Zaka North,3,Ndanga Hospital Registry,Hall,4,473,4,10,179,16,0,686,670
Zaka RDC,Zaka,Zaka North,4,Chigwagwa Primary Sch,School,6,430,4,18,67,42,0,567,525
Zaka RDC,Zaka,Zaka North,4,Chivata Primary Sch,School,4,189,4,27,156,19,0,399,380
Zaka RDC,Zaka,Zaka North,4,Gumbo Clinic,Reception,3,238,3,13,137,22,0,416,394
Zaka RDC,Zaka,Zaka North,4,Mutimwi Primary Sch,School,9,347,1,36,209,18,0,620,602
Zaka RDC,Zaka,Zaka North,4,Vovonde Business Centre,Tent,3,126,0,3,80,6,0,218,212
Zaka RDC,Zaka,Zaka North,5,Gumbu Primary Sch,School,4,215,1,11,83,6,0,320,314
Zaka RDC,Zaka,Zaka North,5,Mukwirimba Primary Sch,School,4,240,3,9,58,7,0,321,314
Zaka RDC,Zaka,Zaka North,5,Muroyi Primary Sch,School,8,316,1,31,250,15,0,621,606
Zaka RDC,Zaka,Zaka North,5,Rwemhepo B/Centre,Tent,3,140,1,17,91,8,0,260,252
Zaka RDC,Zaka,Zaka North,6,Chirara Primary Sch,School,3,262,1,14,107,10,0,397,387
Zaka RDC,Zaka,Zaka North,6,Govere Primary Sch,School,4,96,1,11,59,8,0,179,171
Zaka RDC,Zaka,Zaka North,6,Zimhungu Primary Sch,School,5,174,3,17,75,8,0,282,274
Zaka RDC,Zaka,Zaka North,6,Zishiri B/Centre,Tent,1,129,0,10,69,2,0,211,209
Zaka RDC,Zaka,Zaka North,6,Zivavose Sec Sch,School,0,80,1,5,53,8,0,147,139
Zaka RDC,Zaka,Zaka North,10,Mandhloro Primary Sch,School,5,208,2,9,78,3,0,305,302
Zaka RDC,Zaka,Zaka North,10,Nhema Clinic,Reception,0,297,0,5,57,6,0,365,359
Zaka RDC,Zaka,Zaka North,10,Padare B/Centre,Tent,5,298,0,14,75,5,0,397,392
Zaka RDC,Zaka,Zaka North,10,Rusere Primary Sch,School,1,225,1,18,74,6,0,325,319
Zaka RDC,Zaka,Zaka North,10,Siya Dam (ZINWA Office,Hall,0,141,1,3,47,1,0,193,192
Zaka RDC,Zaka,Zaka North,11,Baramanza Primary Sch,School,13,129,1,20,75,10,0,248,238
Zaka RDC,Zaka,Zaka North,11,Govo Primary Sch,School,2,135,2,4,54,3,0,200,197
Zaka RDC,Zaka,Zaka North,11,Jichidza Mission,School,3,147,2,8,83,6,0,249,243
Zaka RDC,Zaka,Zaka North,11,Kubatana Primary Sch,School,4,160,2,16,100,16,0,298,282
Zaka RDC,Zaka,Zaka North,11,Makwau Primary Sch,School,3,207,0,16,97,9,0,332,323
Zaka RDC,Zaka,Zaka North,11,Ngwere Sec Sch,School,5,144,4,8,58,9,0,228,219
Zaka RDC,Zaka,Zaka North,12,Chivingwi Primary Sch,School,13,372,5,12,66,21,0,489,468
Zaka RDC,Zaka,Zaka North,12,Gosha Business Centre,Tent,2,130,3,4,81,7,0,227,220
Zaka RDC,Zaka,Zaka North,12,Gunguvu Primary Sch,School,5,103,3,17,70,12,0,210,198
Zaka RDC,Zaka,Zaka North,12,Jichidza Clinic,Reception,2,194,3,12,78,3,0,292,289
Zaka RDC,Zaka,Zaka North,16,Machingambi Sec Sch,School,3,179,3,5,55,9,0,254,245
Zaka RDC,Zaka,Zaka North,16,Mageza Clinic,Reception,3,252,4,10,64,13,0,346,333
Zaka RDC,Zaka,Zaka North,16,Mawere B/Centre,Tent,5,139,2,14,75,9,0,244,235
Zaka RDC,Zaka,Zaka North,16,Nyakunhuwa Primary,School,5,245,4,13,93,11,0,371,360
Zaka RDC,Zaka,Zaka West,17,Cherechere Community Ha,Hall,9,209,3,6,61,6,0,294,288
Zaka RDC,Zaka,Zaka West,17,Magura Sec Sch,School,6,205,1,11,109,18,0,350,332
Zaka RDC,Zaka,Zaka West,17,Murembwa Primary Sch,School,4,336,0,8,78,11,0,437,426
Zaka RDC,Zaka,Zaka West,22,Harava B/Centre,Tent,1,74,0,22,98,9,0,204,195
Zaka RDC,Zaka,Zaka West,22,Manatsa B/Centre,Tent,2,153,1,10,94,11,0,271,260
Zaka RDC,Zaka,Zaka West,22,Muchokwa Primary Sch,School,1,148,0,19,187,9,0,364,355
Zaka RDC,Zaka,Zaka West,22,Mutonhori Sec Sch,School,2,100,0,9,81,9,0,201,192
Zaka RDC,Zaka,Zaka West,23,Charingeno Primary Sch,School,7,131,0,16,95,13,0,262,249
Zaka RDC,Zaka,Zaka West,23,Mudzara Primary Sch,School,9,318,1,10,47,29,0,414,385
Zaka RDC,Zaka,Zaka West,23,Vanyoro Community Hall,Hall,5,203,2,14,83,7,0,314,307
Zaka RDC,Zaka,Zaka West,23,Vanyoro Primary Sch,School,1,177,1,5,75,8,0,267,259
Zaka RDC,Zaka,Zaka West,24,Charuka Primary Sch,School,3,142,1,23,114,6,0,289,283
Zaka RDC,Zaka,Zaka West,24,Chipfuti Primary Sch,School,8,171,6,39,159,8,0,391,383
Zaka RDC,Zaka,Zaka West,24,Chiredzi Primary Sch,School,1,142,0,6,62,3,0,214,211
Zaka RDC,Zaka,Zaka West,24,Mukobvu B/Centre,Tent,3,60,2,4,28,2,0,99,97
Zaka RDC,Zaka,Zaka West,24,Mushungwa Primary Sch,School,4,148,2,31,214,10,0,409,399
Zaka RDC,Zaka,Zaka West,24,Vhudzi Primary Sch,School,5,326,3,16,87,3,0,440,437
Zaka RDC,Zaka,Zaka West,27,Musenyereki( A) Sec Sch,School,5,267,4,14,52,11,0,353,342
Zaka RDC,Zaka,Zaka West,27,Musenyereki( B) Sec Sch,School,20,367,7,27,111,34,0,566,532
Zaka RDC,Zaka,Zaka West,27,Mushaya Primary Sch,School,4,361,0,8,51,13,0,437,424
Zaka RDC,Zaka,Zaka West,27,Njiva Primary Sch,School,8,189,2,7,39,11,0,256,245
Zaka RDC,Zaka,Zaka West,28,Bota Primary Sch,School,8,302,2,17,76,14,0,419,405
Zaka RDC,Zaka,Zaka West,28,Chivamba Registry Sub Of,Hall,11,294,2,9,101,38,0,455,417
Zaka RDC,Zaka,Zaka West,28,Mujena Primary Sch,School,2,216,1,12,86,8,0,325,317
Zaka RDC,Zaka,Zaka West,28,Rudhanda Sec Sch,School,6,261,1,8,153,4,0,433,429
Zaka RDC,Zaka,Zaka West,29,Dekeza Primary Sch,School,3,152,1,6,73,8,0,243,235
Zaka RDC,Zaka,Zaka West,29,Kwaramba Village,Tent,12,199,2,7,40,4,0,264,260
Zaka RDC,Zaka,Zaka West,29,Sazaume Primary Sch,School,9,174,3,9,44,8,0,247,239
Zaka RDC,Zaka,Zaka West,29,Shumba B/Centre,Tent,8,292,1,3,28,5,0,337,332
Zaka RDC,Zaka,Zaka West,33,Jinjika Sec Sch,School,5,298,0,13,126,18,0,460,442
Zaka RDC,Zaka,Zaka West,33,Mudavanhu Primary Sch,School,9,495,1,14,106,9,0,634,625
Zaka RDC,Zaka,Zaka West,33,Tangwara B/Centre,Tent,2,91,1,7,44,2,0,147,145
Zaka RDC,Zaka,Zaka West,33,Veza Primary Sch,School,2,181,0,2,56,3,0,244,241
